Date,Country,Activity,Sex ,Age,Fatal (Y/N),Hemisphere
15-Aug-1899,USA,Swimming,M,15,Y,northern
28-Oct-1898,USA,Jumped overboard,M,,Y,northern
22-Aug-1898,USA,Swimming,M,,N,northern
04-Dec-1897,USA,Angling,M,,N,northern
17-Sep-1897,USA,Fishing,M,,N,northern
06-Sep-1897,USA,Standing,M,,N,northern
15-Mar-1897,USA,Fishing,M,,Y,northern
25-Jul-1896,USA,Fishing,M,35,Y,northern
21-Jun-1896,USA,Bathing,M,,N,northern
11-Aug-1895,USA,Swimming,M,26,Y,northern
2-Aug-1895,USA,Fishing,M,,N,northern
11-Dec-1894,USA,Fishing,M,,N,northern
06-Oct-1894,USA,Swimming,M,,Y,northern
12-Sep-1894,USA,Bathing,M,,N,northern
01-Sep-1894,USA,Fishing,M,,N,northern
21-Aug-1894,USA,Swimming,F,,UNKNOWN,northern
01-Aug-1894,USA,Swimming / floating on his back,M,,N,northern
29-Jun-1894,USA,Bathing,M,,UNKNOWN,northern
15-Jun-1894,USA,Bathing ,M,,N,northern
16-Sep-1892,USA,,M,,N,northern
29-Aug-1891,USA,Shooting sharks ,M,,N,northern
11-Jun-1891,USA,Fishing for sharks when he became entangled in net & fell overboard,M,,,northern
17-Aug-1890,USA,Fishing for bluefish,,,N,northern
9-Aug-1890,USA,Treading for clams,M,,N,northern
16-Nov-1889,USA,Parachuted from balloon,M,,,northern
21-Jul-1889,USA,Swimming,M,,Y,northern
19-Jul-1889,USA,Fishing,M,,N,northern
31-Jan-1889,USA,Fishing,,,N,northern
01-Aug-1888,USA,Sailing,,,N,northern
18-Oct-1887,USA,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,,Y,northern
-Aug-1886,USA,,M,,N,northern
-Aug-1886,USA,"Netting menhaden, sharks caught in net",,,N,northern
02-Jun-1886,USA,"Fishing from shore, washed into the sea",F,,,northern
26-Jul-1885,USA,Wreck of the schooner Pohoiki ,M,,N,northern
26-Jul-1885,USA,Wreck of the schooner Pohoiki ,M,,N,northern
26-Jul-1885,USA,Wreck of the schooner Pohoiki ,M,,Y,northern
28-Aug-1884,USA,Boating,M,,N,northern
18-Aug-1884,USA,Clamming,M,,,northern
18-Dec-1883,USA,Knocked overboard,M,,Y,northern
19-Oct-1883,USA,Jumped overboard ,M,,Y,northern
16-Oct-1881,USA,Bathing,M,18,,northern
05-Sep-1881,USA,Bathing,M,,Y,northern
12-Aug-1881,USA,Swimming,M,,N,northern
13-Jun-1881,USA,Fell overboard,M,23,Y,northern
25-Jul-1880,USA,Sailing,M,,N,northern
3-Jul-1879,USA,Bathing,M,,N,northern
14-Sep-1878,USA,Fishing,M,,N,northern
09-Aug-1878,USA,Swimming,M,,Y,northern
08-Aug-1878,USA,Swimming,M,14,Y,northern
13-Oct-1876,USA,Fishing,M,,Y,northern
04-Jun-1876,USA,Bathing,M,,N,northern
15-Jul-1874,USA,Fishing,M,,N,northern
15-Jul-1874,USA,Bathing,M,,N,northern
28-Jul-1873,USA,Fishing (Seining),M,,N,northern
03-Apr-1872,USA,Canoeing,M,,N,northern
29-Aug-1871,USA,Fishing,M,,N,northern
27-Jul-1870,USA,Bathing,M,,N,northern
09-Jul-1866,USA,Bathing,M,,Y,northern
02-Sep-1865,USA,Swimming alongside the schooner Catherine Wilcox,M,17,N,northern
14-Jul-1865,USA,Bathing,M,,Y,northern
02-Oct-1864,USA,Wreck of the Aphrodite,M,,Y,northern
12-Aug-1864,USA,Swimming,M,13,N,northern
13-Sep-1863,USA,Bathing,M,,N,northern
09-Jul-1863,USA,Fishing,M,,N,northern
01-Aug-1860,USA,Swimming,M,,N,northern
16-Mar-1859,USA,Fell overboard,M,21,Y,northern
23-Aug-1858,USA,Swimming,M,,,northern
17-Aug-1858,USA,Swimming,M,,,northern
05-May-1857,USA,Swimming,M,,Y,northern
30-Sep-1855,USA,ship William Penn grounded & broke apart,M,,N,northern
13-Jul-1853,USA,Swimming,M,,Y,northern
21-Oct-1850,USA,Swimming after his hat,M,,Y,northern
08-Jun-1849,USA,Attempting to rescue woman seized by shark,M,,Y,northern
08-Jun-1849,USA,Bathing,F,,Y,northern
31-Aug-1848,USA,Swimming,M,15,N,northern
17-Jul-1848,USA,,M,,,northern
10-Sep-1847,USA,Wading,M,,N,northern
03-Jul-1847,USA,Hilo,M,,N,northern
10-Sep-1845,USA,Seine netting,M,,Y,northern
31-Jul-1845,USA,Fell overboard,M,,Y,northern
13-Jul-1842,USA,Swimming,M,15,N,northern
06-Jul-1842,USA,Harassing a shark,,,N,northern
22-Jul-1840,USA,Accidentally thrown overboard & treading water while awaiting rescue,M,,Y,northern
09-Sep-1837,USA,Bathing,M,,N,northern
24-Aug-1831,USA,American schooner Orator capsized  ,M,,Y,northern
26-Jul-1830,USA,"Fishing from dory, shark upset boat & he fell into the water",M,52,Y,northern
10-Jun-1829,USA,Fell overboard from the ship Gem,M,,Y,northern
24-Jun-1817,USA,Swimming,M,,Y,northern
15-Sep-1810,USA,Fell into the water,M,,Y,northern
08-Aug-1780,USA,Swimming,M,,Y,northern
12-Jul-1771,USA,Fishing,M,,Y,northern
27-Jul-1751,USA,Swimming,M,,Y,northern
19-Jun-1959,USA,,F,,N,northern
17-Jul-1916,USA,Swimming,M,,N,northern
08-Jun-2018,AUSTRALIA,Surfing,M,,N,southern
03-Jun-2018,AUSTRALIA,Kite surfing,M,,N,southern
24-May-2018,AUSTRALIA,Feeding sharks,M,32,N,southern
09-May-2018,AUSTRALIA,Surfing,M,,N,southern
28-Apr-2018,AUSTRALIA,Surfing,M,,N,southern
25-Apr-2018,AUSTRALIA,Surfing,M,,N,southern
25-Apr-2018,AUSTRALIA,Surfing,M,60,N,southern
24-Apr-2018,AUSTRALIA,Surfing,M,,N,southern
15-Apr-2018,AUSTRALIA,Surfing,M,41,N,southern
15-Apr-2018,AUSTRALIA,Surfing,M,37,N,southern
14-Mar-2018,AUSTRALIA,Wading,M,10,N,southern
9-Mar-2018,AUSTRALIA,Swimming,M,69,N,southern
9-Mar-2018,AUSTRALIA,Surfing,M,18,N,southern
23-Feb-2018,AUSTRALIA,Swimming,F,55,N,southern
18-Feb-2018,AUSTRALIA,Kayak fishing for sharks,M,34,N,southern
15-Feb-2018,AUSTRALIA,Walking,M,35,N,southern
14-Feb-2018,AUSTRALIA,Swimming,F,,N,southern
01-Feb-2018,AUSTRALIA,Spearfishing,M,14,N,southern
28-Jan-2018,AUSTRALIA,,M,18,N,southern
14-Jan-2018,AUSTRALIA,Diving,M,,N,southern
13-Jan-2018,AUSTRALIA,Free diving,M,28,N,southern
05-Jan-2018,AUSTRALIA,Surfing,M,,N,southern
13-Nov-2017,AUSTRALIA,Surfing,M,25,N,southern
31-Oct-2017,AUSTRALIA,Snorkeling,M,7,N,southern
28-Oct-2017,AUSTRALIA,Surfing,M,31,N,southern
22-Oct-2017,AUSTRALIA,Kayaking / Fishing,F,15,N,southern
25-Sep-2017,AUSTRALIA,Surfing,M,,N,southern
10-Sep-2017,AUSTRALIA,Swimming,M,,N,southern
10-Sep-2017,AUSTRALIA,Surfing,M,35,N,southern
29-Aug-2017,AUSTRALIA,Surfing,M,37,N,southern
14-Jul-2017,AUSTRALIA,Surfing,M,,N,southern
11-Jun-2017,AUSTRALIA,Body boarding,M,48,N,southern
10-Jun-2017,AUSTRALIA,Surfing,F,,N,southern
27-May-2017,AUSTRALIA,Fishing ,M,73,N,southern
06-May-2017,AUSTRALIA,Attempting to lasso a shark,M,29,N,southern
17-Apr-2017,AUSTRALIA,Surfing,F,17,Y,southern
02-Apr-2017,AUSTRALIA,Kakaying,M,39,N,southern
19-Mar-2017,AUSTRALIA,Body boarding,M,30,N,southern
25-Feb-2017,AUSTRALIA,Snorkeling,F,,N,southern
24-Feb-2017,AUSTRALIA,Surfing,M,,N,southern
17-Feb-2017,AUSTRALIA,Spearfishing,M,26,N,southern
21-Jan-2017,AUSTRALIA,Scuba Diving,M,55,N,southern
13-Jan-2017,AUSTRALIA,Swimming,M,57,N,southern
08-Jan-2017,AUSTRALIA,Spearfishing,M,35,,southern
03-Jan-2017,AUSTRALIA,Wading,M,20,,southern
24-Dec-2016,AUSTRALIA,Snorkeling,F,,N,southern
14-Dec-2016,AUSTRALIA,Free diving,M,61,N,southern
06-Dec-2016,AUSTRALIA,Surf fishing,M,20,N,southern
01-Dec-2016,AUSTRALIA,Surfing,M,65,N,southern
28-Nov-2016,AUSTRALIA,Fishing,M,73,N,southern
24-Oct-2016,AUSTRALIA,Surfing,M,36,N,southern
15-Oct-2016,AUSTRALIA,Surfing,M,,N,southern
12-Oct-2016,AUSTRALIA,Surfing,M,25,N,southern
26-Sep-2016,AUSTRALIA,Surfing,M,17,N,southern
17-Sep-2016,AUSTRALIA,Surfing,M,,N,southern
16-Sep-2016,AUSTRALIA,Surfing,M,,N,southern
15-Sep-2016,AUSTRALIA,Fishing,,,N,southern
05-Sep-2016,AUSTRALIA,Surfing,M,,N,southern
28-Jul-2016,AUSTRALIA,Kayaking,M,,N,southern
26-Jul-2016,AUSTRALIA,Surfing,M,18,N,southern
23-Jul-2016,AUSTRALIA,Surfing,M,36,N,southern
20-Jul-2016,AUSTRALIA,Fishing,M,31,N,southern
04-Jul-2016,AUSTRALIA,Fishing,M,34,N,southern
15-Jun-2016,AUSTRALIA,Spearfishing,M,19,N,southern
05-Jun-2016,AUSTRALIA,Diving,F,60,Y,southern
02-Jun-2016,AUSTRALIA,Spearfishing,M,,,southern
31-May-2016,AUSTRALIA,Surfing,M,29,Y,southern
19-Apr-2016,AUSTRALIA,Swimming,M,12,N,southern
30-Mar-2016,AUSTRALIA,Surfing,M,22,N,southern
28-Mar-2016,AUSTRALIA,Surfing,M,41,N,southern
03-Mar-2016,AUSTRALIA,Fishing,M,,N,southern
10-Feb-2016,AUSTRALIA,Surfing,M,,,southern
05-Feb-2016,AUSTRALIA,Walking,F,45,N,southern
04-Feb-2016,AUSTRALIA,Windsurfing,M,40,N,southern
11-Jan-2016,AUSTRALIA,Surfing,M,,N,southern
05-Jan-2016,AUSTRALIA,Wading,M,11,N,southern
02-Jan-2016,AUSTRALIA,Spearfishing,M,31,N,southern
21-Dec-2015,AUSTRALIA,Surfing,M,43,N,southern
13-Dec-2015,AUSTRALIA,Fishing,,,N,southern
10-Nov-2015,AUSTRALIA,Surfing,M,20,N,southern
30-Oct-2015,AUSTRALIA,Spearfishing,M,50,N,southern
07-Oct-2015,AUSTRALIA,Surfing,M,18,N,southern
26-Sep-2015,AUSTRALIA,Snorkeling,F,7,N,southern
08-Sep-2015,AUSTRALIA,Surfing,M,42,N,southern
04-Sep-2015,AUSTRALIA,Surf-skiing,M,62,N,southern
22-Aug-2015,AUSTRALIA,Surfing,M,38,N,southern
31-Jul-2015,AUSTRALIA,Surfing,M,52,N,southern
27-Jul-2015,AUSTRALIA,Surfing,M,40,,southern
25-Jul-2015,AUSTRALIA,Scallop diving on hookah,M,46,Y,southern
23-Jul-2015,AUSTRALIA,Surfing,M,40,N,southern
03-Jul-2015,AUSTRALIA,Surfing,M,52,N,southern
02-Jul-2015,AUSTRALIA,Body boarding ,M,32,N,southern
30-Jun-2015,AUSTRALIA,Surfing,M,,N,southern
25-Jun-2015,AUSTRALIA,Swimming,M,19,N,southern
24-Jun-2015,AUSTRALIA,Surfing,F,37,N,southern
03-May-2015,AUSTRALIA,Surfing,M,,N,southern
25-Apr-2015,AUSTRALIA,Surfing,M,26,N,southern
24-Jun-2015,AUSTRALIA,Surf skiing ,M,71,N,southern
11-Apr-2015,AUSTRALIA,Paddle boarding,M,,N,southern
11-Mar-2015,AUSTRALIA,Fishing,M,,N,southern
09-Feb-2015,AUSTRALIA,Surfing,M,41,Y,southern
08-Feb-2015,AUSTRALIA,Surfing,M,35,N,southern
05-Feb-2015,AUSTRALIA,Bodysurfing,M,,N,southern
30-Jan-2015,AUSTRALIA,Rowing,M,57,N,southern
24-Jan-2015,AUSTRALIA,Surfing,M,,N,southern
19-Jan-2015,AUSTRALIA,Surfing & filming dolphins,F,,,southern
17-Jan-2015,AUSTRALIA,Fishing,M,,N,southern
16-Jan-2015,AUSTRALIA,Filming,M,17,N,southern
29-Dec-2014,AUSTRALIA,Surfing,,,N,southern
29-Dec-2014,AUSTRALIA,Spearfishing,M,17,Y,southern
28-Dec-2014,AUSTRALIA,Fishing,M,40s,N,southern
15-Dec-2014,AUSTRALIA,Spearfishing,M,17,Y,southern
29-Nov-2014,AUSTRALIA,Surfing,M,13,N,southern
19-Nov-2014,AUSTRALIA,Fishing,M,,N,southern
10-Nov-2014,AUSTRALIA,Surfing,M,,N,southern
29-Oct-2014,AUSTRALIA,Surfing,M,20,N,southern
17-Oct-2014,AUSTRALIA,Surfing,F,13,N,southern
11-Oct-2014,AUSTRALIA,Kayaking,M,,N,southern
02-Oct-2014,AUSTRALIA,Surfing,M,23,N,southern
09-Sep-2014,AUSTRALIA,Swimming,M,50,Y,southern
16-Aug-2014,AUSTRALIA,Spearfishing,M,31,N,southern
18-Jun-2014,AUSTRALIA,Surfing,M,,N,southern
18-Jun-2014,AUSTRALIA,Body boarding,M,15,N,southern
17-Jun-2014,AUSTRALIA,Petting a shark,M,,N,southern
09-Jun-2014,AUSTRALIA,Body boarding,M,39,N,southern
01-Jun-2014,AUSTRALIA,Surfing,M,,N,southern
24-May-2014,AUSTRALIA,Fell into the water,F,29,N,southern
22-May-2014,AUSTRALIA,Teasing a shark,M,10,N,southern
14-May-2014,AUSTRALIA,Surfing,M,35,N,southern
24-Apr-2014,AUSTRALIA,Spearfishing,M,,N,southern
03-Apr-2014,AUSTRALIA,Swimming,F,63,Y,southern
29-Mar-2014,AUSTRALIA,Diving for lobsters,M,38,,southern
18-Mar-2014,AUSTRALIA,Surfing,M,42,N,southern
18-Mar-2014,AUSTRALIA,,F,10,,southern
12-Mar-2014,AUSTRALIA,Swimming,M,,N,southern
08-Feb-2014,AUSTRALIA,Spearfishing / Free diving,M,28,Y,southern
26-Jan-2014,AUSTRALIA,Fishing,M,,N,southern
05-Dec-2013,AUSTRALIA,Surfing,M,26,N,southern
30-Nov-2013,AUSTRALIA,Body boarding,M,19,Y,southern
23-Nov-2013,AUSTRALIA,Surfing,M,35,Y,southern
12-Nov-2013,AUSTRALIA,Surfing,M,,N,southern
28-Oct-2013,AUSTRALIA,Snorkeling,F,60,N,southern
26-Oct-2013,AUSTRALIA,Diving for crayfish,M,,N,southern
24-Oct-2013,AUSTRALIA,Surfing,M,41,N,southern
08-Oct-2013,AUSTRALIA,Diving for Abalone,M,55,N,southern
25-Aug-2013,AUSTRALIA,Wrangling a shark,M,,N,southern
02-Jul-2013,AUSTRALIA,Body surfing,M,29,N,southern
06-Jun-2013,AUSTRALIA,Surfing,M,,N,southern
28-Apr-2013,AUSTRALIA,Fishing,M,,N,southern
21-Apr-2013,AUSTRALIA,Fishing,M,51,N,southern
02-Apr-2013,AUSTRALIA,,M,24,,southern
31-Mar-2013,AUSTRALIA,Surfing,M,47,,southern
10-Mar-2013,AUSTRALIA,Spearfishing,M,28,N,southern
26-Jan-2013,AUSTRALIA,Fishing,M,,N,southern
25-Jan-2013,AUSTRALIA,Surfing,M,,N,southern
21-Jan-2013,AUSTRALIA,Dragging stranded shark into deeper water,M,62,,southern
05-Jan-2013,AUSTRALIA,Spearfishing / Free diving,M,26,N,southern
30-Dec-2012,AUSTRALIA,Surfing,M,23,N,southern
28-Dec-2012,AUSTRALIA,Paddle boarding,M,29,N,southern
19-Dec-2012,AUSTRALIA,Surfing,M,32,N,southern
02-Dec-2012,AUSTRALIA,Spearfishing,M,31,N,southern
27-Nov-2012,AUSTRALIA,,M,20,,southern
02-Oct-2012,AUSTRALIA,Bodyboarding,M,11,N,southern
28-Aug-2012,AUSTRALIA,Surfing,M,34,N,southern
11-Aug-2012,AUSTRALIA,Fishing,,,N,southern
31-Jul-2012,AUSTRALIA,Surfing,M,48,N,southern
14-Jul-2012,AUSTRALIA,Surfing,M,24,Y,southern
07-Jul-2012,AUSTRALIA,Scuba diving,F,42,,southern
22-Jun-2012,AUSTRALIA,Surfing,M,,N,southern
20-Jun-2012,AUSTRALIA,Surf skiing ,M,62,N,southern
12-Jun-2012,AUSTRALIA,Surfing,M,42,N,southern
03-Jun-2012,AUSTRALIA,Surf skiing ,M,30,N,southern
11-Apr-2012,AUSTRALIA,Kayaking,M,27,N,southern
31-Mar-2012,AUSTRALIA,Scuba diving,M,33,Y,southern
22-Mar-2012,AUSTRALIA,Crayfishing,,,N,southern
20-Mar-2012,AUSTRALIA,Surfing,M,20,N,southern
06-Mar-2012,AUSTRALIA,"Diving, feeding sharks",F,34,N,southern
25-Feb-2012,AUSTRALIA,Fishing,M,,N,southern
06-Feb-2012,AUSTRALIA,Surfing,M,29,N,southern
19-Jan-2012,AUSTRALIA,Snorkeling,M,26,N,southern
18-Jan-2012,AUSTRALIA,Surfing,M,44,N,southern
03-Jan-2012,AUSTRALIA,Surfing,M,28,N,southern
02-Jan-2012,AUSTRALIA,Spearfishing,M,34,N,southern
11-Dec-2011,AUSTRALIA,Surfing,M,51,N,southern
07-Dec-2011,AUSTRALIA,Surfing,M,14,N,southern
05-Dec-2011,AUSTRALIA,Spearfishing,,,,southern
02-Dec-2011,AUSTRALIA,Surfing,M,63,N,southern
28-Nov-2011,AUSTRALIA,Swimming,M,10,N,southern
22-Oct-2011,AUSTRALIA,Diving,M,32,Y,southern
19-Oct-2011,AUSTRALIA,Diving,M,50,N,southern
09-Oct-2011,AUSTRALIA,Swimming,M,64,Y,southern
04-Sep-2011,AUSTRALIA,Body boarding,M,21,Y,southern
28-Aug-2011,AUSTRALIA,Swimming,M,48,,southern
23-Apr-2011,AUSTRALIA,Washing sand off a speared fish,M,17,N,southern
23-Mar-2011,AUSTRALIA,Surfing,M,48,N,southern
16-Mar-2011,AUSTRALIA,Wakeboarding,F,24,N,southern
10-Mar-2011,AUSTRALIA,Surfing,M,,N,southern
28-Feb-2011,AUSTRALIA,Fishing,M,36,N,southern
17-Feb-2011,AUSTRALIA,Diving for abalone,M,49,Y,southern
13-Feb-2011,AUSTRALIA,Fishing,M,,N,southern
12-Feb-2011,AUSTRALIA,Snorkeling,M,58,N,southern
20-Jan-2011,AUSTRALIA,Swimming,F,7,,southern
03-Jan-2011,AUSTRALIA,Fishing,,,N,southern
27-Nov-2010,AUSTRALIA,Swimming,M,,,southern
12-Nov-2010,AUSTRALIA,Fishing,M,,N,southern
30-Oct-2010,AUSTRALIA,Snorkeling,F,20,N,southern
28-Oct-2010,AUSTRALIA,Spearfishing,M,,N,southern
23-Oct-2010,AUSTRALIA,Kite Surfing,M,14,N,southern
09-Oct-2010,AUSTRALIA,Surfing,M,22,N,southern
13-Sep-2010,AUSTRALIA,Surfing,M,15,N,southern
17-Aug-2010,AUSTRALIA,Surfing,M,31,Y,southern
10-Aug-2010,AUSTRALIA,Fishing,F,,N,southern
08-Aug-2010,AUSTRALIA,Surfing,M,47,N,southern
06-Jun-2010,AUSTRALIA,Surfing,M,40,N,southern
18-May-2010,AUSTRALIA,Surfing,M,,N,southern
13-Feb-2010,AUSTRALIA,Snorkeling,F,60,N,southern
11-Feb-2010,AUSTRALIA,Surfing,M,46,N,southern
06-Feb-2010,AUSTRALIA,Body boarding,M,18,N,southern
27-Jan-2010,AUSTRALIA,Surfing,M,,N,southern
22-Jan-2010,AUSTRALIA,Surfing,M,,N,southern
09-Jan-2010,AUSTRALIA,Snorkeling,F,9,N,southern
26-Dec-2009,AUSTRALIA,Swimming,M,55,N,southern
20-Dec-2009,AUSTRALIA,Kayaking,M,,N,southern
20-Dec-2009,AUSTRALIA,Spearfishing,M,18,N,southern
13-Dec-2009,AUSTRALIA,Surfing,M,39,N,southern
12-Dec-2009,AUSTRALIA,Rowing,,,N,southern
08-Nov-2009,AUSTRALIA,Kayaking,M,25,N,southern
30-Oct-2009,AUSTRALIA,Kayaking,M,27,N,southern
28-Oct-2009,AUSTRALIA,Paddle-boarding,F,17,N,southern
14-Oct-2009,AUSTRALIA,Diving,M,23,N,southern
30-Jul-2009,AUSTRALIA,Surfing,M,14,N,southern
27-Jun-2009,AUSTRALIA,Surfing,M,52,N,southern
12-Apr-2009,AUSTRALIA,Surf skiing ,M,40,N,southern
20-Mar-2009,AUSTRALIA,Surfing,M,17,N,southern
19-Mar-2009,AUSTRALIA,Surfing,M,,N,southern
19-Mar-2009,AUSTRALIA,Surfing,F,,N,southern
16-Mar-2009,AUSTRALIA,Wading,M,21,N,southern
01-Mar-2009,AUSTRALIA,Surfing,M,15,N,southern
22-Feb-2009,AUSTRALIA,Fishing,M,,N,southern
18-Feb-2009,AUSTRALIA,Surfing,M,,N,southern
12-Feb-2009,AUSTRALIA,Surfing,M,33,N,southern
11-Feb-2009,AUSTRALIA,"Diving, but on the surface when bitten by the shark",M,31,N,southern
07-Feb-2009,AUSTRALIA,Surfing,M,41,N,southern
07-Feb-2009,AUSTRALIA,Surfing,M,,N,southern
24-Jan-2009,AUSTRALIA,Swimming,M,19,N,southern
18-Jan-2009,AUSTRALIA,Fishing,M,,N,southern
12-Jan-2009,AUSTRALIA,Snorkeling,M,24,N,southern
11-Jan-2009,AUSTRALIA,Surfing,F,13,N,southern
11-Jan-2009,AUSTRALIA,Surfing,M,31,N,southern
30-Dec-2008,AUSTRALIA,Crabbing,,,,southern
27-Dec-2008,AUSTRALIA,Yacht race,,,N,southern
27-Dec-2008,AUSTRALIA,Boogie Boarding,M,10,N,southern
27-Dec-2008,AUSTRALIA,Kayaking,M,29,N,southern
27-Dec-2008,AUSTRALIA,Snorkeling,M,51,Y,southern
06-Dec-2006,AUSTRALIA,Fishing,,,N,southern
09-Nov-2008,AUSTRALIA,Fishing,M,,N,southern
22-Oct-2008,AUSTRALIA,Scuba diving,M,34,N,southern
12-Oct-2008,AUSTRALIA,Fishing,M,50,N,southern
11-Oct-2008,AUSTRALIA,Surfing,M,15,N,southern
15-Sep-2008,AUSTRALIA,Swimming,M,43,N,southern
07-Sep-2008,AUSTRALIA,Surfing,M,51,N,southern
30-Aug-2008,AUSTRALIA,Surfing,M,29,N,southern
30-Jul-2008,AUSTRALIA,Surfing,M,31,N,southern
10-May-2008,AUSTRALIA,Swimming,M,37,N,southern
20-Apr-2008,AUSTRALIA,,M,,UNKNOWN,southern
17-Apr-2008,AUSTRALIA,Surfing,M,19,,southern
08-Apr-2008,AUSTRALIA,Body boarding,M,16,Y,southern
07-Feb-2008,AUSTRALIA,Surfing,F,14,N,southern
27-Jan-2008,AUSTRALIA,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20,N,southern
18-Dec-2007,AUSTRALIA,Surfing,M,31,N,southern
15-Dec-2007,AUSTRALIA,Swimming,M,teen,N,southern
14-Dec-2007,AUSTRALIA,Swimming,M,34,,southern
18-Nov-2007,AUSTRALIA,Fishing,M,32,N,southern
08-Nov-2007,AUSTRALIA,Surfing,M,,N,southern
15-Oct-2007,AUSTRALIA,Surf-skiing,F,52,N,southern
13-Oct-2007,AUSTRALIA,Spearfishing,M,31,N,southern
19-Jul-2007,AUSTRALIA,Wading,M,15,N,southern
05-Jun-2007,AUSTRALIA,Surfing,M,,N,southern
16-May-2007,AUSTRALIA,Wading,F,38,N,southern
12-May-2007,AUSTRALIA,Surfing,M,19,N,southern
08-May-2007,AUSTRALIA,Swimming,M,45,,southern
26-Apr-2007,AUSTRALIA,Swimming / jumping off a jetty,F,13,N,southern
20-Mar-2007,AUSTRALIA,Surfing,F,42,N,southern
12-Mar-2007,AUSTRALIA,Swimming,F,59,N,southern
03-Feb-2007,AUSTRALIA,Boogie Boarding,M,26,N,southern
23-Jan-2007,AUSTRALIA,Diving,M,41,N,southern
19-Jan-2007,AUSTRALIA,Swimming,M,20,,southern
09-Jan-2007,AUSTRALIA,Surfing,M,,N,southern
18-Dec-2006,AUSTRALIA,Surfing,M,25,N,southern
02-Dec-2006,AUSTRALIA,Body boarding,M,15,N,southern
04-Sep-2006,AUSTRALIA,Diving,M,44,,southern
29-Aug-2006,AUSTRALIA,Surfing,M,,N,southern
17-Jul-2006,AUSTRALIA,,,,,southern
05-Jun-2006,AUSTRALIA,Surfing,M,40,N,southern
02-May-2006,AUSTRALIA,Snorkeling,M,46,N,southern
11-Apr-2006,AUSTRALIA,Surfing,M,15,N,southern
15-Mar-2006,AUSTRALIA,Surfing,M,15,N,southern
13-Feb-2006,AUSTRALIA,Wading,M,18,N,southern
12-Feb-2006,AUSTRALIA,Swimming,M,,N,southern
12-Feb-2006,AUSTRALIA,Fishing,M,,N,southern
15-Jan-2006,AUSTRALIA,Scuba diving,M,52,N,southern
07-Jan-2006,AUSTRALIA,Swimming,F,21,Y,southern
11-Dec-2005,AUSTRALIA,Spearfishing,M,44,N,southern
06-Dec-2005,AUSTRALIA,Fishing,,,N,southern
25-Nov-2005,AUSTRALIA,Fishing,,,N,southern
25-Nov-2005,AUSTRALIA,Surfing,M,18,N,southern
27-Sep-2005,AUSTRALIA,Surfing,M,28,N,southern
24-Sep-2005,AUSTRALIA,Surfing,M,26,N,southern
23-Sep-2005,AUSTRALIA,Surfing,M,44,N,southern
07-Sep-2005,AUSTRALIA,Standing,M,15,N,southern
04-Sep-2005,AUSTRALIA,Surfing,M,40,N,southern
24-Aug-2005,AUSTRALIA,Scuba diving,M,23,Y,southern
15-Jul-2005,AUSTRALIA,,,,,southern
15-May-2005,AUSTRALIA,Spearfishing,M ,,N,southern
25-Apr-2005,AUSTRALIA,Fishing,M,25,N,southern
17-Apr-2005,AUSTRALIA,,,,N,southern
16-Apr-2005,AUSTRALIA,Spearfishing,M,20,N,southern
16-Apr-2005,AUSTRALIA,Surfing,M,40,N,southern
27-Mar-2005,AUSTRALIA,Surfing,M,,N,southern
19-Mar-2005,AUSTRALIA,Snorkeling,M,26,Y,southern
26-Feb-2005,AUSTRALIA,Swimming,M,18,N,southern
19-Jan-2005,AUSTRALIA,Spearfishing,M,,N,southern
14-Jan-2005,AUSTRALIA,Attempting to drive shark away from sailing regatta,,,N,southern
16-Dec-2004,AUSTRALIA,Scurfing (surfboard being  towed behind a boat),M,18,Y,southern
11-Dec-2004,AUSTRALIA,Spearfishing,M,38,Y,southern
21-Oct-2004,AUSTRALIA,Surfing,M,59,N,southern
25-Sep-2004,AUSTRALIA,Spearfishing/ filming,,,N,southern
03-Aug-2004,AUSTRALIA,Spearfishing,M,30,N,southern
19-Jul-2004,AUSTRALIA,Fishing,,,N,southern
10-Jul-2004,AUSTRALIA,Surfing,M,30,Y,southern
26-Jun-2004,AUSTRALIA,Crayfishing,M,,,southern
10-Jun-2004,AUSTRALIA,Body boarding,M,17,N,southern
26-Apr-2004,AUSTRALIA,Diving,M,,N,southern
06-Mar-2004,AUSTRALIA,Spearfishing,M,47,N,southern
21-Feb-2004,AUSTRALIA,Swimming,M,,N,southern
16-Feb-2004,AUSTRALIA,Free diving & spearfishing,M,31,,southern
11-Feb-2004,AUSTRALIA,Snorkeling,M,22,N,southern
25-Jan-2004,AUSTRALIA,Scuba diving,M,46,N,southern
12-Jan-2004,AUSTRALIA,Diving,M,,N,southern
08-Dec-2003,AUSTRALIA,Surfing amid a shoal of sharks,M,36,N,southern
30-Nov-2003,AUSTRALIA,Swimming,M,,N,southern
30-Nov-2003,AUSTRALIA,Swimming,M,,N,southern
01-Nov-2003,AUSTRALIA,Standing,M,,N,southern
31-Oct-2003,AUSTRALIA,Surfing,M,22,N,southern
26-Jul-2003,AUSTRALIA,Surf skiing,M,37,N,southern
15-Feb-2003,AUSTRALIA,Wading,M,37,N,southern
